Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf
ST,20062007,00,0000,000,STATE OF NEBRASKA,0.9477,11/09/2012
ST,20072008,00,0000,000,STATE OF NEBRASKA,0.9472,11/09/2012
ST,20082009,00,0000,000,STATE OF NEBRASKA,0.9486,11/09/2012
ST,20092010,00,0000,000,STATE OF NEBRASKA,0.9477,11/09/2012
ST,20102011,00,0000,000,STATE OF NEBRASKA,0.9518,11/09/2012
ST,20112012,00,0000,000,STATE OF NEBRASKA,0.9555,11/09/2012
ST,20122013,00,0000,000,STATE OF NEBRASKA,0.9530,07/03/2013
ST,20132014,00,0000,000,STATE OF NEBRASKA,0.9518,07/07/2014
ST,20142015,00,0000,000,STATE OF NEBRASKA,0.9517,08/18/2015
ST,20152016,00,0000,000,STATE OF NEBRASKA,0.9489,12/12/2016
ST,20162017,00,0000,000,STATE OF NEBRASKA,0.9459,03/22/2018
ST,20172018,00,0000,000,STATE OF NEBRASKA,0.9430,08/10/2018
ST,20182019,00,0000,000,STATE OF NEBRASKA,0.9448,08/27/2019
ST,20192020,00,0000,000,STATE OF NEBRASKA,0.9430,09/29/2020
ST,20202021,00,0000,000,STATE OF NEBRASKA,0.9321,08/27/2021
LC,20082009,00,9000,000,LEARNING COMMUNITY,0.9450,11/09/2012
LC,20092010,00,9000,000,LEARNING COMMUNITY,0.9453,11/09/2012
LC,20102011,00,9000,000,LEARNING COMMUNITY,0.9500,11/09/2012
LC,20112012,00,9000,000,LEARNING COMMUNITY,0.9531,11/09/2012
LC,20132014,00,9000,000,LEARNING COMMUNITY,0.9491,07/07/2014
LC,20142015,00,9000,000,LEARNING COMMUNITY,0.9472,08/18/2015
LC,20152016,00,9000,000,LEARNING COMMUNITY,0.9441,12/12/2016
LC,20162017,00,9000,000,LEARNING COMMUNITY,0.9406,03/22/2018
LC,20172018,00,9000,000,LEARNING COMMUNITY,0.9374,08/10/2018
NT,20062007,00,9099,000,NORTHERN TIER,0.9568,11/09/2012
NT,20072008,00,9099,000,NORTHERN TIER,0.9627,11/09/2012
NT,20082009,00,9099,000,NORTHERN TIER,0.9622,11/09/2012
NT,20092010,00,9099,000,NORTHERN TIER,0.9632,11/09/2012
NT,20102011,00,9099,000,NORTHERN TIER,0.9655,11/09/2012
NT,20112012,00,9099,000,NORTHERN TIER,0.9675,11/09/2012
NT,20132014,00,9099,000,NORTHERN TIER,0.9626,07/07/2014
NT,20142015,00,9099,000,NORTHERN TIER,0.9608,08/18/2015
NT,20152016,00,9099,000,NORTHERN TIER,0.9617,12/12/2016
NT,20162017,00,9099,000,NORTHERN TIER,0.9594,03/22/2018
NT,20172018,00,9099,000,NORTHERN TIER,0.9596,08/10/2018
DI,20062007,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9612,11/09/2012
DI,20072008,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9668,11/09/2012
DI,20082009,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9668,11/09/2012
DI,20092010,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9646,11/09/2012
DI,20102011,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9726,11/09/2012
DI,20112012,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9760,11/09/2012
DI,20122013,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9759,07/03/2013
DI,20132014,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9711,07/07/2014
DI,20142015,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9688,08/18/2015
DI,20152016,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9695,12/12/2016
DI,20162017,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9677,03/22/2018
DI,20172018,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9677,08/10/2018
DI,20182019,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9897,08/27/2019
DI,20192020,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9864,09/29/2020
DI,20202021,01,0003,000,KENESAW PUBLIC SCHOOLS,0.9525,08/27/2021
SC,20072008,01,0003,001,KENESAW SECONDARY SCHOOL,0.9602,06/09/2021
SC,20082009,01,0003,001,KENESAW SECONDARY SCHOOL,0.9584,06/09/2021
SC,20092010,01,0003,001,KENESAW SECONDARY SCHOOL,0.9599,06/09/2021
SC,20102011,01,0003,001,KENESAW SECONDARY SCHOOL,0.9610,06/09/2021
SC,20112012,01,0003,001,KENESAW SECONDARY SCHOOL,0.9652,06/09/2021
SC,20122013,01,0003,001,KENESAW SECONDARY SCHOOL,0.9659,06/09/2021
SC,20132014,01,0003,001,KENESAW SECONDARY SCHOOL,0.9570,06/09/2021
SC,20142015,01,0003,001,KENESAW SECONDARY SCHOOL,0.9525,06/09/2021
SC,20152016,01,0003,001,KENESAW SECONDARY SCHOOL,0.9527,06/09/2021
SC,20162017,01,0003,001,KENESAW SECONDARY SCHOOL,0.9562,06/09/2021
SC,20172018,01,0003,001,KENESAW SECONDARY SCHOOL,0.9537,06/09/2021
SC,20182019,01,0003,001,KENESAW SECONDARY SCHOOL,0.9804,06/09/2021
SC,20192020,01,0003,001,KENESAW SECONDARY SCHOOL,-1.0000,06/09/2021
SC,20202021,01,0003,001,KENESAW SECONDARY SCHOOL,0.9365,08/27/2021
SC,20072008,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9754,06/09/2021
SC,20082009,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9772,06/09/2021
SC,20092010,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9701,06/09/2021
SC,20102011,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9853,06/09/2021
SC,20112012,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9870,06/09/2021
SC,20122013,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9867,06/09/2021
SC,20132014,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9851,06/09/2021
SC,20142015,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9843,06/09/2021
SC,20152016,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9845,06/09/2021
SC,20162017,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9784,06/09/2021
SC,20172018,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9809,06/09/2021
SC,20182019,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9995,06/09/2021
SC,20192020,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9724,06/09/2021
SC,20202021,01,0003,002,KENESAW ELEMENTARY SCHOOL,0.9674,08/27/2021
DI,20062007,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9453,11/09/2012
DI,20072008,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9471,11/09/2012
DI,20082009,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9335,11/09/2012
DI,20092010,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9440,11/09/2012
DI,20102011,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9544,11/09/2012
DI,20112012,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9567,11/09/2012
DI,20122013,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9547,07/03/2013
DI,20132014,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9548,07/07/2014
DI,20142015,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9512,08/18/2015
DI,20152016,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9488,12/12/2016
DI,20162017,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9486,03/22/2018
DI,20172018,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9429,08/10/2018
DI,20182019,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9508,08/27/2019
DI,20192020,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9510,09/29/2020
DI,20202021,01,0018,000,HASTINGS PUBLIC SCHOOLS,0.9313,08/27/2021
SC,20072008,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9202,06/09/2021
SC,20082009,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.8790,06/09/2021
SC,20092010,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9080,06/09/2021
SC,20102011,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9404,06/09/2021
SC,20112012,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9363,06/09/2021
SC,20122013,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9459,06/09/2021
SC,20132014,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9331,06/09/2021
SC,20142015,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9370,06/09/2021
SC,20152016,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9269,06/09/2021
SC,20162017,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9267,06/09/2021
SC,20172018,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9212,06/09/2021
SC,20182019,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9426,06/09/2021
SC,20192020,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9446,06/09/2021
SC,20202021,01,0018,001,HASTINGS SENIOR HIGH SCHOOL,0.9165,08/27/2021
SC,20072008,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9544,06/09/2021
SC,20082009,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9537,06/09/2021
SC,20092010,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9558,06/09/2021
SC,20102011,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9551,06/09/2021
SC,20112012,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9592,06/09/2021
SC,20122013,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9533,06/09/2021
SC,20132014,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9562,06/09/2021
SC,20142015,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9488,06/09/2021
SC,20152016,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9522,06/09/2021
SC,20162017,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9501,06/09/2021
SC,20172018,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9442,06/09/2021
SC,20182019,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9498,06/09/2021
SC,20192020,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9488,06/09/2021
SC,20202021,01,0018,002,HASTINGS MIDDLE SCHOOL,0.9266,08/27/2021
SC,20072008,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9571,06/09/2021
SC,20082009,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9473,06/09/2021
SC,20092010,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9562,06/09/2021
SC,20102011,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9601,06/09/2021
SC,20112012,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9673,06/09/2021
SC,20122013,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9613,06/09/2021
SC,20132014,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9624,06/09/2021
SC,20142015,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9567,06/09/2021
SC,20152016,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9560,06/09/2021
SC,20162017,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9549,06/09/2021
SC,20172018,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9497,06/09/2021
SC,20182019,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9483,06/09/2021
SC,20192020,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9479,06/09/2021
SC,20202021,01,0018,003,ALCOTT ELEMENTARY SCHOOL,0.9315,08/27/2021
SC,20072008,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9656,06/09/2021
SC,20082009,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9594,06/09/2021
SC,20092010,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9658,06/09/2021
SC,20102011,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9647,06/09/2021
SC,20112012,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9672,06/09/2021
SC,20122013,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9627,06/09/2021
SC,20132014,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9682,06/09/2021
SC,20142015,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9639,06/09/2021
SC,20152016,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9649,06/09/2021
SC,20162017,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9660,06/09/2021
SC,20172018,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9635,06/09/2021
SC,20182019,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9603,06/09/2021
SC,20192020,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9585,06/09/2021
SC,20202021,01,0018,004,HAWTHORNE ELEMENTARY SCHOOL,0.9501,08/27/2021
SC,20072008,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9571,06/09/2021
SC,20082009,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9504,06/09/2021
SC,20092010,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9506,06/09/2021
SC,20102011,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9545,06/09/2021
SC,20112012,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9647,06/09/2021
SC,20122013,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9537,06/09/2021
SC,20132014,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9679,06/09/2021
SC,20142015,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9657,06/09/2021
SC,20152016,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9586,06/09/2021
SC,20162017,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9594,06/09/2021
SC,20172018,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9581,06/09/2021
SC,20182019,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9569,06/09/2021
SC,20192020,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9559,06/09/2021
SC,20202021,01,0018,005,LINCOLN ELEMENTARY SCHOOL,0.9420,08/27/2021
SC,20072008,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9566,06/09/2021
SC,20082009,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9566,06/09/2021
SC,20092010,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9597,06/09/2021
SC,20102011,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9632,06/09/2021
SC,20112012,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9681,06/09/2021
SC,20122013,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9603,06/09/2021
SC,20132014,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9668,06/09/2021
SC,20142015,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9574,06/09/2021
SC,20152016,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9559,06/09/2021
SC,20162017,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9593,06/09/2021
SC,20172018,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9542,06/09/2021
SC,20182019,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9565,06/09/2021
SC,20192020,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9585,06/09/2021
SC,20202021,01,0018,006,LONGFELLOW ELEMENTARY SCHOOL,0.9469,08/27/2021
SC,20072008,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9618,06/09/2021
SC,20082009,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9575,06/09/2021
SC,20092010,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9602,06/09/2021
SC,20102011,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9638,06/09/2021
SC,20112012,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9674,06/09/2021
SC,20122013,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9625,06/09/2021
SC,20132014,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9681,06/09/2021
SC,20142015,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9602,06/09/2021
SC,20152016,01,0018,007,MORTON ELEMENTARY SCHOOL,0.9643,06/09/2021
SC,20072008,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9640,06/09/2021
SC,20082009,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9638,06/09/2021
SC,20092010,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9705,06/09/2021
SC,20102011,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9670,06/09/2021
SC,20112012,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9677,06/09/2021
SC,20122013,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9669,06/09/2021
SC,20132014,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9691,06/09/2021
SC,20142015,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9656,06/09/2021
SC,20152016,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9738,06/09/2021
SC,20162017,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9668,06/09/2021
SC,20172018,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9585,06/09/2021
SC,20182019,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9588,06/09/2021
SC,20192020,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9605,06/09/2021
SC,20202021,01,0018,008,RAYMOND A WATSON ELEM SCHOOL,0.9468,08/27/2021
DI,20062007,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9609,11/09/2012
DI,20072008,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9556,11/09/2012
DI,20082009,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9706,11/09/2012
DI,20092010,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9700,11/09/2012
DI,20102011,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9726,11/09/2012
DI,20112012,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9720,11/09/2012
DI,20122013,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9688,07/03/2013
DI,20132014,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9672,07/07/2014
DI,20142015,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9674,08/18/2015
DI,20152016,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9654,12/12/2016
DI,20162017,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9614,03/22/2018
DI,20172018,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9565,08/10/2018
DI,20182019,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9613,08/27/2019
DI,20192020,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9640,09/29/2020
DI,20202021,01,0090,000,ADAMS CENTRAL PUBLIC SCHOOLS,0.9663,08/27/2021
SC,20072008,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9618,06/09/2021
SC,20082009,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9680,06/09/2021
SC,20092010,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9681,06/09/2021
SC,20102011,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9705,06/09/2021
SC,20112012,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9673,06/09/2021
SC,20122013,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9667,06/09/2021
SC,20132014,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9596,06/09/2021
SC,20142015,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9640,06/09/2021
SC,20152016,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9616,06/09/2021
SC,20162017,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9522,06/09/2021
SC,20172018,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9481,06/09/2021
SC,20182019,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9602,06/09/2021
SC,20192020,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9653,06/09/2021
SC,20202021,01,0090,001,ADAMS CENTRAL JR-SR HIGH SCH,0.9626,08/27/2021
SC,20072008,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9635,06/09/2021
SC,20082009,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9701,06/09/2021
SC,20092010,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9701,06/09/2021
SC,20102011,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9742,06/09/2021
SC,20112012,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9771,06/09/2021
SC,20122013,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9684,06/09/2021
SC,20132014,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9753,06/09/2021
SC,20142015,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9728,06/09/2021
SC,20152016,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9681,06/09/2021
SC,20162017,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9718,06/09/2021
SC,20172018,01,0090,002,JUNIATA ELEMENTARY SCHOOL,0.9654,06/09/2021
SC,20072008,01,0090,003,ADAMS COUNTY 15,0.9500,06/09/2021
SC,20082009,01,0090,003,ADAMS COUNTY 15,0.9718,06/09/2021
SC,20092010,01,0090,003,ADAMS COUNTY 15,0.9649,06/09/2021
SC,20102011,01,0090,003,ADAMS COUNTY 15,0.9764,06/09/2021
SC,20112012,01,0090,003,ADAMS COUNTY 15,0.9799,06/09/2021
SC,20122013,01,0090,003,ADAMS COUNTY 15,0.9687,06/09/2021
SC,20132014,01,0090,003,EAST ELEMENTARY SCHOOL,0.9750,06/09/2021
SC,20142015,01,0090,003,EAST ELEMENTARY SCHOOL,0.9724,06/09/2021
SC,20152016,01,0090,003,EAST ELEMENTARY SCHOOL,0.9747,06/09/2021
SC,20162017,01,0090,003,EAST ELEMENTARY SCHOOL,0.9779,06/09/2021
SC,20172018,01,0090,003,EAST ELEMENTARY SCHOOL,0.9726,06/09/2021
SC,20072008,01,0090,004,TRI-VIEW SCHOOL,0.9092,06/09/2021
SC,20082009,01,0090,004,TRI-VIEW SCHOOL,0.9756,06/09/2021
SC,20092010,01,0090,004,TRI-VIEW SCHOOL,0.9741,06/09/2021
SC,20102011,01,0090,004,TRI-VIEW SCHOOL,0.9788,06/09/2021
SC,20112012,01,0090,004,TRI-VIEW SCHOOL,0.9768,06/09/2021
SC,20072008,01,0090,005,AYR SCHOOL,0.9429,06/09/2021
SC,20082009,01,0090,005,AYR SCHOOL,0.9795,06/09/2021
SC,20092010,01,0090,005,AYR SCHOOL,0.9789,06/09/2021
SC,20102011,01,0090,005,AYR SCHOOL,0.9690,06/09/2021
SC,20112012,01,0090,005,AYR SCHOOL,0.9677,06/09/2021
SC,20072008,01,0090,006,WALLACE SCHOOL,0.9402,06/09/2021
SC,20082009,01,0090,006,WALLACE SCHOOL,0.9764,06/09/2021
SC,20092010,01,0090,006,WALLACE SCHOOL,0.9754,06/09/2021
SC,20102011,01,0090,006,WALLACE SCHOOL,0.9753,06/09/2021
SC,20112012,01,0090,006,WALLACE SCHOOL,0.9794,06/09/2021
SC,20122013,01,0090,006,WALLACE SCHOOL,0.9768,06/09/2021
SC,20132014,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.9785,06/09/2021
SC,20142015,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.9686,06/09/2021
SC,20152016,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.9672,06/09/2021
SC,20162017,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.9683,06/09/2021
SC,20172018,01,0090,006,WALLACE ELEMENTARY SCHOOL,0.9584,06/09/2021
SC,20182019,01,0090,007,ADAMS CENTRAL ELEMENTARY SCHOOL,0.9624,06/09/2021
SC,20192020,01,0090,007,ADAMS CENTRAL ELEMENTARY SCHOOL,0.9628,06/09/2021
SC,20202021,01,0090,007,ADAMS CENTRAL ELEMENTARY SCHOOL,0.9696,08/27/2021
DI,20062007,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9643,11/09/2012
DI,20072008,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9527,11/09/2012
DI,20082009,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9550,11/09/2012
DI,20092010,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9521,11/09/2012
DI,20102011,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20112012,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9597,11/09/2012
DI,20122013,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9609,07/03/2013
DI,20132014,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9654,07/07/2014
DI,20142015,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9617,08/18/2015
DI,20152016,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9610,12/12/2016
DI,20162017,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9632,03/22/2018
DI,20172018,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9633,08/10/2018
DI,20182019,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9630,08/27/2019
DI,20192020,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9654,09/29/2020
DI,20202021,01,0123,000,SILVER LAKE PUBLIC SCHOOLS,0.9648,08/27/2021
SC,20072008,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9529,06/09/2021
SC,20082009,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9509,06/09/2021
SC,20092010,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9476,06/09/2021
SC,20102011,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9528,06/09/2021
SC,20112012,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9479,06/09/2021
SC,20122013,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9561,06/09/2021
SC,20132014,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9596,06/09/2021
SC,20142015,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9494,06/09/2021
SC,20152016,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9560,06/09/2021
SC,20162017,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9606,06/09/2021
SC,20172018,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9529,06/09/2021
SC,20182019,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9615,06/09/2021
SC,20192020,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9584,06/09/2021
SC,20202021,01,0123,001,SILVER LAKE HIGH SCHOOL,0.9531,08/27/2021
SC,20072008,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9524,06/09/2021
SC,20082009,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9603,06/09/2021
SC,20092010,01,0123,002,SILVER LAKE ELEM SCH-BLADEN,0.9577,06/09/2021
