Type,School Year,County,District,School,Agency Name,Attendance Rate,DataAsOf
DI,20072008,29,0117,000,DUNDY CO-STRATON PUBLIC SCHS,0.9569,11/09/2012
DI,20082009,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9568,11/09/2012
DI,20092010,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9433,11/09/2012
DI,20102011,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9550,11/09/2012
DI,20112012,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9501,11/09/2012
DI,20122013,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9522,07/03/2013
DI,20132014,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9459,07/07/2014
DI,20142015,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9469,08/18/2015
DI,20152016,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9349,12/12/2016
DI,20162017,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9383,03/22/2018
DI,20172018,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9435,08/10/2018
DI,20182019,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9384,08/27/2019
DI,20192020,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9303,09/29/2020
DI,20202021,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.9348,08/27/2021
SC,20072008,29,0117,001,DUNDY COUNTY HIGH SCHOOL,0.9495,06/09/2021
SC,20082009,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9536,06/09/2021
SC,20092010,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9421,06/09/2021
SC,20102011,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9594,06/09/2021
SC,20112012,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9478,06/09/2021
SC,20122013,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9542,06/09/2021
SC,20132014,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9440,06/09/2021
SC,20142015,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9409,06/09/2021
SC,20152016,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9199,06/09/2021
SC,20162017,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9290,06/09/2021
SC,20172018,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9371,06/09/2021
SC,20182019,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9313,06/09/2021
SC,20192020,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9207,06/09/2021
SC,20202021,29,0117,001,DUNDY CO STRATTON HIGH SCHOOL,0.9214,08/27/2021
SC,20072008,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9628,06/09/2021
SC,20082009,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9573,06/09/2021
SC,20092010,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9414,06/09/2021
SC,20102011,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9514,06/09/2021
SC,20112012,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9511,06/09/2021
SC,20122013,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9484,06/09/2021
SC,20132014,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9470,06/09/2021
SC,20142015,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9491,06/09/2021
SC,20152016,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9485,06/09/2021
SC,20162017,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9434,06/09/2021
SC,20172018,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9501,06/09/2021
SC,20182019,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9419,06/09/2021
SC,20192020,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9346,06/09/2021
SC,20202021,29,0117,002,BENKELMAN ELEMENTARY SCHOOL,0.9507,08/27/2021
SC,20072008,29,0117,003,HAIGLER ELEMENTARY SCHOOL,0.9686,06/09/2021
SC,20082009,29,0117,003,HAIGLER ELEMENTARY SCHOOL,0.9663,06/09/2021
SC,20092010,29,0117,003,HAIGLER ELEMENTARY SCHOOL,0.9359,06/09/2021
SC,20102011,29,0117,003,HAIGLER ELEMENTARY SCHOOL,0.9413,06/09/2021
SC,20112012,29,0117,003,HAIGLER ELEMENTARY SCHOOL,0.9375,06/09/2021
SC,20122013,29,0117,003,HAIGLER ELEMENTARY SCHOOL,0.9549,06/09/2021
SC,20072008,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9601,06/09/2021
SC,20082009,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9629,06/09/2021
SC,20092010,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9599,06/09/2021
SC,20102011,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9544,06/09/2021
SC,20112012,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9618,06/09/2021
SC,20122013,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9585,06/09/2021
SC,20132014,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9494,06/09/2021
SC,20142015,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9656,06/09/2021
SC,20152016,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9490,06/09/2021
SC,20162017,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9650,06/09/2021
SC,20172018,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9496,06/09/2021
SC,20182019,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9566,06/09/2021
SC,20192020,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9567,06/09/2021
SC,20202021,29,0117,004,STRATTON ELEMENTARY SCHOOL,0.9378,08/27/2021
DI,20062007,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9608,11/09/2012
DI,20072008,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9516,11/09/2012
DI,20082009,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9578,11/09/2012
DI,20092010,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9514,11/09/2012
DI,20102011,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9579,11/09/2012
DI,20112012,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9633,11/09/2012
DI,20122013,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9544,07/03/2013
DI,20132014,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9560,07/07/2014
DI,20142015,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9673,08/18/2015
DI,20152016,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9649,12/12/2016
DI,20162017,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9614,03/22/2018
DI,20172018,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9624,08/10/2018
DI,20182019,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9621,08/27/2019
DI,20192020,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9565,09/29/2020
DI,20202021,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.9583,08/27/2021
SC,20072008,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9504,06/09/2021
SC,20082009,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9473,06/09/2021
SC,20092010,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9425,06/09/2021
SC,20102011,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9473,06/09/2021
SC,20112012,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9530,06/09/2021
SC,20122013,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9471,06/09/2021
SC,20132014,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9498,06/09/2021
SC,20142015,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9622,06/09/2021
SC,20152016,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9603,06/09/2021
SC,20162017,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9590,06/09/2021
SC,20172018,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9616,06/09/2021
SC,20182019,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9626,06/09/2021
SC,20192020,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9543,06/09/2021
SC,20202021,30,0001,001,EXETER-MILLIGAN HIGH SCHOOL,0.9430,08/27/2021
SC,20072008,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9599,06/09/2021
SC,20082009,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9696,06/09/2021
SC,20092010,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9635,06/09/2021
SC,20102011,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9647,06/09/2021
SC,20112012,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9719,06/09/2021
SC,20122013,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9661,06/09/2021
SC,20132014,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9671,06/09/2021
SC,20142015,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9730,06/09/2021
SC,20152016,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9673,06/09/2021
SC,20162017,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9659,06/09/2021
SC,20172018,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9600,06/09/2021
SC,20182019,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9649,06/09/2021
SC,20192020,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9533,06/09/2021
SC,20202021,30,0001,003,EXETER-MILLIGAN ELEM-EXETER,0.9709,08/27/2021
SC,20072008,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9486,06/09/2021
SC,20082009,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9708,06/09/2021
SC,20092010,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9599,06/09/2021
SC,20102011,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9718,06/09/2021
SC,20112012,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9785,06/09/2021
SC,20122013,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9626,06/09/2021
SC,20132014,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9630,06/09/2021
SC,20142015,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9725,06/09/2021
SC,20152016,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9720,06/09/2021
SC,20162017,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9620,06/09/2021
SC,20172018,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9654,06/09/2021
SC,20182019,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9595,06/09/2021
SC,20192020,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9616,06/09/2021
SC,20202021,30,0001,004,EXETER-MILLIGAN ELEM-MILLIGAN,0.9735,08/27/2021
DI,20062007,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9574,11/09/2012
DI,20072008,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9588,11/09/2012
DI,20082009,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9603,11/09/2012
DI,20092010,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9626,11/09/2012
DI,20102011,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9601,11/09/2012
DI,20112012,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9628,11/09/2012
DI,20122013,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9592,07/03/2013
DI,20132014,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9570,07/07/2014
DI,20142015,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9568,08/18/2015
DI,20152016,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9605,12/12/2016
DI,20162017,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9627,03/22/2018
DI,20172018,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9580,08/10/2018
DI,20182019,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9576,08/27/2019
DI,20192020,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9510,09/29/2020
DI,20202021,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.9491,08/27/2021
SC,20072008,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9548,06/09/2021
SC,20082009,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9456,06/09/2021
SC,20092010,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9675,06/09/2021
SC,20102011,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9540,06/09/2021
SC,20112012,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9556,06/09/2021
SC,20122013,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9488,06/09/2021
SC,20132014,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9431,06/09/2021
SC,20142015,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9473,06/09/2021
SC,20152016,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9556,06/09/2021
SC,20162017,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9529,06/09/2021
SC,20172018,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9475,06/09/2021
SC,20182019,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9443,06/09/2021
SC,20192020,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9438,06/09/2021
SC,20202021,30,0025,001,FILLMORE CENTRAL HIGH SCHOOL,0.9409,08/27/2021
SC,20072008,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9574,06/09/2021
SC,20082009,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9704,06/09/2021
SC,20092010,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9574,06/09/2021
SC,20102011,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9645,06/09/2021
SC,20112012,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9651,06/09/2021
SC,20122013,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9638,06/09/2021
SC,20132014,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9613,06/09/2021
SC,20142015,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9565,06/09/2021
SC,20152016,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9603,06/09/2021
SC,20162017,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9640,06/09/2021
SC,20172018,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9601,06/09/2021
SC,20182019,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9579,06/09/2021
SC,20192020,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9562,06/09/2021
SC,20202021,30,0025,002,FILLMORE CENTRAL ELEMENTARY,0.9522,08/27/2021
SC,20072008,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9647,06/09/2021
SC,20082009,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9661,06/09/2021
SC,20092010,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9634,06/09/2021
SC,20102011,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9624,06/09/2021
SC,20112012,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9687,06/09/2021
SC,20122013,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9662,06/09/2021
SC,20132014,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9656,06/09/2021
SC,20142015,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9670,06/09/2021
SC,20152016,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9663,06/09/2021
SC,20162017,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9710,06/09/2021
SC,20172018,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9671,06/09/2021
SC,20182019,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9710,06/09/2021
SC,20192020,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9525,06/09/2021
SC,20202021,30,0025,006,FILLMORE CENTRAL MIDDLE SCHOOL,0.9540,08/27/2021
DI,20062007,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9621,11/09/2012
DI,20072008,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9695,11/09/2012
DI,20082009,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9704,11/09/2012
DI,20092010,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9683,11/09/2012
DI,20102011,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9693,11/09/2012
DI,20112012,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9673,11/09/2012
DI,20122013,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9677,07/03/2013
DI,20132014,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9692,07/07/2014
DI,20142015,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9692,08/18/2015
DI,20152016,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9783,12/12/2016
DI,20162017,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9701,03/22/2018
DI,20172018,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9704,08/10/2018
DI,20182019,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9707,08/27/2019
DI,20192020,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9595,09/29/2020
DI,20202021,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.9664,08/27/2021
SC,20072008,30,0054,001,SHICKLEY HIGH SCHOOL,0.9633,06/09/2021
SC,20082009,30,0054,001,SHICKLEY HIGH SCHOOL,0.9634,06/09/2021
SC,20092010,30,0054,001,SHICKLEY HIGH SCHOOL,0.9552,06/09/2021
SC,20102011,30,0054,001,SHICKLEY HIGH SCHOOL,0.9564,06/09/2021
SC,20112012,30,0054,001,SHICKLEY HIGH SCHOOL,0.9501,06/09/2021
SC,20122013,30,0054,001,SHICKLEY HIGH SCHOOL,0.9514,06/09/2021
SC,20132014,30,0054,001,SHICKLEY HIGH SCHOOL,0.9516,06/09/2021
SC,20142015,30,0054,001,SHICKLEY HIGH SCHOOL,0.9568,06/09/2021
SC,20152016,30,0054,001,SHICKLEY HIGH SCHOOL,0.9752,06/09/2021
SC,20162017,30,0054,001,SHICKLEY HIGH SCHOOL,0.9628,06/09/2021
SC,20172018,30,0054,001,SHICKLEY HIGH SCHOOL,0.9602,06/09/2021
SC,20182019,30,0054,001,SHICKLEY HIGH SCHOOL,0.9636,06/09/2021
SC,20192020,30,0054,001,SHICKLEY HIGH SCHOOL,0.9477,06/09/2021
SC,20202021,30,0054,001,SHICKLEY HIGH SCHOOL,0.9605,08/27/2021
SC,20072008,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9754,06/09/2021
SC,20082009,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9762,06/09/2021
SC,20092010,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9789,06/09/2021
SC,20102011,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9796,06/09/2021
SC,20112012,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9785,06/09/2021
SC,20122013,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9781,06/09/2021
SC,20132014,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9791,06/09/2021
SC,20142015,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9782,06/09/2021
SC,20152016,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9805,06/09/2021
SC,20162017,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9767,06/09/2021
SC,20172018,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9791,06/09/2021
SC,20182019,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9768,06/09/2021
SC,20192020,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9706,06/09/2021
SC,20202021,30,0054,002,SHICKLEY ELEMENTARY SCHOOL,0.9714,08/27/2021
DI,20062007,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9614,11/09/2012
DI,20072008,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9587,11/09/2012
DI,20082009,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9573,11/09/2012
DI,20092010,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9515,11/09/2012
DI,20102011,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9560,11/09/2012
DI,20112012,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9601,11/09/2012
DI,20122013,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9550,07/03/2013
DI,20132014,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9530,07/07/2014
DI,20142015,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9515,08/18/2015
DI,20152016,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9464,12/12/2016
DI,20162017,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9415,03/22/2018
DI,20172018,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9390,08/10/2018
DI,20182019,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9692,08/27/2019
DI,20192020,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9236,09/29/2020
DI,20202021,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.9563,08/27/2021
SC,20072008,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9506,06/09/2021
SC,20082009,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9502,06/09/2021
SC,20092010,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9465,06/09/2021
SC,20102011,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9540,06/09/2021
SC,20112012,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9525,06/09/2021
SC,20122013,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9426,06/09/2021
SC,20132014,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9414,06/09/2021
SC,20142015,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9417,06/09/2021
SC,20152016,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9280,06/09/2021
SC,20162017,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9281,06/09/2021
SC,20172018,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9231,06/09/2021
SC,20182019,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9405,06/09/2021
SC,20192020,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9042,06/09/2021
SC,20202021,31,0506,001,FRANKLIN SECONDARY SCHOOL,0.9534,08/27/2021
SC,20072008,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9661,06/09/2021
SC,20082009,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9639,06/09/2021
SC,20092010,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9567,06/09/2021
SC,20102011,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9580,06/09/2021
SC,20112012,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9674,06/09/2021
SC,20122013,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9679,06/09/2021
SC,20132014,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9655,06/09/2021
SC,20142015,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9623,06/09/2021
SC,20152016,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9654,06/09/2021
SC,20162017,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9551,06/09/2021
SC,20172018,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9547,06/09/2021
SC,20182019,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9973,06/09/2021
SC,20192020,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9412,06/09/2021
SC,20202021,31,0506,002,FRANKLIN ELEMENTARY SCHOOL,0.9589,08/27/2021
DI,20062007,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9572,11/09/2012
DI,20072008,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9632,11/09/2012
DI,20082009,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9618,11/09/2012
DI,20092010,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9524,11/09/2012
DI,20102011,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9477,11/09/2012
DI,20112012,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9599,11/09/2012
DI,20122013,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9601,07/03/2013
DI,20132014,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9556,07/07/2014
DI,20142015,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9576,08/18/2015
DI,20152016,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9466,12/12/2016
DI,20162017,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9482,03/22/2018
DI,20172018,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9413,08/10/2018
DI,20182019,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9529,08/27/2019
DI,20192020,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9497,09/29/2020
DI,20202021,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.9521,08/27/2021
SC,20072008,32,0046,001,MAYWOOD HIGH SCHOOL,0.9502,06/09/2021
SC,20082009,32,0046,001,MAYWOOD HIGH SCHOOL,0.9541,06/09/2021
SC,20092010,32,0046,001,MAYWOOD HIGH SCHOOL,0.9478,06/09/2021
SC,20102011,32,0046,001,MAYWOOD HIGH SCHOOL,0.9376,06/09/2021
SC,20112012,32,0046,001,MAYWOOD HIGH SCHOOL,0.9535,06/09/2021
SC,20122013,32,0046,001,MAYWOOD HIGH SCHOOL,0.9462,06/09/2021
SC,20132014,32,0046,001,MAYWOOD HIGH SCHOOL,0.9523,06/09/2021
SC,20142015,32,0046,001,MAYWOOD HIGH SCHOOL,0.9585,06/09/2021
SC,20152016,32,0046,001,MAYWOOD HIGH SCHOOL,0.9309,06/09/2021
SC,20162017,32,0046,001,MAYWOOD HIGH SCHOOL,0.9391,06/09/2021
SC,20172018,32,0046,001,MAYWOOD HIGH SCHOOL,0.9203,06/09/2021
SC,20182019,32,0046,001,MAYWOOD HIGH SCHOOL,0.9472,06/09/2021
SC,20192020,32,0046,001,MAYWOOD HIGH SCHOOL,0.9433,06/09/2021
SC,20202021,32,0046,001,MAYWOOD HIGH SCHOOL,0.9416,08/27/2021
