Type,School Year,County,District,School,Agency Name,ADM,Salaries,Benefits,Federal,State/Local,3% Building & Contents,Per Pupil Cost,DataAsOf
SC,20192020,11,14,1,OAKLAND CRAIG JUNIOR-SENIOR HIGH,222.07,8709,3423,268,13811,1621,15700,11/2/2020
SC,20192020,11,20,1,NORTHEAST SECONDARY SCHOOL,113.09,11295,4728,826,19299,1926,22051,3/4/2021
SC,20192020,12,56,1,DAVID CITY SECONDARY SCHOOL,272.71,9694,3972,469,17834,2417,20720,10/26/2020
SC,20192020,12,502,1,HIGH SCHOOL AT BRAINARD,134.49,4075,1929,249,11340,3732,15321,11/2/2020
SC,20192020,13,1,1,PLATTSMOUTH HIGH SCHOOL,522.2,7851,2832,18,12711,1958,14687,10/30/2020
SC,20192020,13,22,1,WEEPING WATER HIGH SCHOOL,97.63,16834,6032,750,25949,2170,28869,10/27/2020
SC,20192020,13,32,1,LOUISVILLE HIGH SCHOOL,188.63,9259,2998,511,14039,2749,17299,11/2/2020
SC,20192020,13,56,1,CONESTOGA JR/SR HIGH SCHOOL,294.27,8400,3640,210,15093,1893,17196,5/3/2021
SC,20192020,13,97,1,ELMWOOD-MURDOCK JR/SR HIGH SCH,157.83,10553,4369,98,17598,3196,20892,10/29/2020
SC,20192020,14,8,1,HARTINGTON NEWCASTLE HIGH SCHOOL,158.84,10471,4245,272,18017,2565,20854,11/2/2020
SC,20192020,14,45,1,RANDOLPH HIGH SCHOOL,102.69,11696,4643,316,19762,7073,27151,11/5/2020
SC,20192020,14,54,1,LAUREL-CONCORD-COLERIDGE HIGH SCHOOL,116.68,10846,5006,328,21575,2939,24842,10/27/2020
SC,20192020,14,101,1,WYNOT HIGH SCHOOL,54.97,10434,3995,763,18432,1709,20904,10/28/2020
SC,20192020,15,10,1,CHASE COUNTY HIGH SCHOOL,293.88,7987,3354,668,14252,2517,17437,3/26/2021
SC,20192020,15,536,1,WAUNETA-PALISADE HIGH SCHOOL,66.16,13712,5445,10,27353,3485,30848,11/2/2020
SC,20192020,16,6,1,VALENTINE HIGH SCHOOL,200.95,9715,3773,299,17534,3493,21326,10/30/2020
SC,20192020,16,30,1,CODY-KILGORE HIGH SCHOOL,36.02,19166,9017,170,32963,6951,40084,10/30/2020
SC,20192020,17,1,1,SIDNEY HIGH SCHOOL,362.74,7473,2638,150,12387,2186,14723,2/24/2021
SC,20192020,17,1,2,SIDNEY MIDDLE SCHOOL,171.11,7021,2729,176,11783,2149,14108,2/24/2021
SC,20192020,17,3,1,LEYTON HIGH SCHOOL,63.17,13863,5967,114,24941,4685,29740,10/30/2020
SC,20192020,17,9,1,POTTER-DIX JR/SR HIGH SCHOOL,82.29,12854,5509,586,23034,3703,27323,10/20/2020
SC,20192020,18,2,1,SUTTON SECONDARY SCHOOL,186.18,8557,3426,586,14141,2070,16797,11/2/2020
SC,20192020,18,11,1,HARVARD HIGH SCHOOL,86.05,17173,7012,993,28627,1825,31445,10/28/2020
SC,20192020,19,39,1,LEIGH HIGH SCHOOL,87.39,12433,4970,569,21167,2968,24704,11/2/2020
SC,20192020,19,58,1,CLARKSON JR-SR HIGH SCHOOL,99.3,11800,5326,609,20565,2708,23882,10/27/2020
SC,20192020,19,70,1,HOWELLS SENIOR HIGH SCHOOL,148.69,11620,1988,301,15661,3827,19789,10/28/2020
SC,20192020,19,123,1,SCHUYLER CENTRAL HIGH SCHOOL,144.66,25993,10934,4227,39240,5421,48888,11/2/2020
SC,20192020,20,1,1,WEST POINT-BEEMER HIGH SCHOOL,289.04,8756,3430,1267,13632,1494,16393,10/21/2020
SC,20192020,20,20,1,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,129.97,8987,3556,80,14572,3197,17849,10/22/2020
SC,20192020,20,30,1,WISNER-PILGER HIGH SCHOOL,201.27,9036,3811,467,15764,2859,19090,11/2/2020
SC,20192020,21,15,1,ANSELMO-MERNA HIGH SCHOOL,114.29,8488,3502,339,14642,3045,18026,10/21/2020
SC,20192020,21,25,1,BROKEN BOW HIGH SCHOOL,233.52,8262,3846,198,14186,4883,19267,11/2/2020
SC,20192020,21,44,1,ANSLEY HIGH SCHOOL,79.56,9123,3865,683,17341,2726,20750,11/2/2020
SC,20192020,21,84,1,SARGENT HIGH SCHOOL,82.29,9293,4356,923,15838,7859,24620,10/30/2020
SC,20192020,21,89,1,ARNOLD HIGH SCHOOL,78.54,12053,5066,862,21331,3577,25770,4/7/2021
SC,20192020,21,180,1,CALLAWAY HIGH SCHOOL,92.4,12029,5235,508,20234,2350,23092,10/13/2020
SC,20192020,22,11,1,SOUTH SIOUX HIGH SCHOOL,1177.54,7048,2213,343,11128,780,12251,11/2/2020
SC,20192020,22,31,1,HOMER HIGH SCHOOL,170.65,9911,2812,262,15931,1467,17660,11/12/2020
SC,20192020,23,2,1,CHADRON SENIOR HIGH SCHOOL,282.99,8567,3282,930,13898,1662,16490,10/28/2020
SC,20192020,23,71,1,CRAWFORD HIGH SCHOOL,79.51,13397,2197,572,19401,3948,23921,11/2/2020
SC,20192020,24,1,1,LEXINGTON HIGH SCHOOL,933.7,6956,2570,690,10712,1404,12806,12/3/2020
SC,20192020,24,4,1,OVERTON HIGH SCHOOL,134.52,9040,3623,286,15200,2204,17690,12/9/2020
SC,20192020,24,11,1,COZAD HIGH SCHOOL,283.74,7337,3187,333,13583,2703,16619,10/9/2020
SC,20192020,24,20,1,GOTHENBURG SECONDARY SCHOOL,418.59,6423,2996,593,10575,1888,13056,10/28/2020
SC,20192020,24,101,1,JUNIOR-SENIOR HIGH AT SUMNER,102.33,11017,4734,645,18734,2674,22053,2/24/2021
SC,20192020,25,25,1,CREEK VALLEY HIGH SCHOOL,88.8,11690,5380,689,22263,5132,28084,10/30/2020
SC,20192020,25,95,1,SOUTH PLATTE HIGH SCHOOL,92.71,11978,5399,211,22203,2041,24455,12/18/2020
SC,20192020,26,1,1,PONCA HIGH SCHOOL,207.12,8185,2779,85,13260,1521,14866,10/23/2020
SC,20192020,26,70,1,ALLEN HIGH SCHOOL,76.11,14103,4787,534,24214,2599,27347,10/30/2020
SC,20192020,26,561,1,EMERSON-HUBBARD HIGH SCHOOL,58.49,19758,8482,596,33893,2231,36720,10/29/2020
SC,20192020,27,1,1,FREMONT SENIOR HIGH SCHOOL,1510.26,6985,2010,251,10193,818,11262,10/30/2020
SC,20192020,27,62,1,SCRIBNER-SNYDER SECONDARY SCH,74.23,13451,5271,1004,26173,2147,29324,10/28/2020
SC,20192020,27,594,1,LOGAN VIEW JR/SR HIGH SCHOOL,267.17,8064,3446,282,13642,2580,16504,11/3/2020
SC,20192020,27,595,1,NORTH BEND CENTRAL HIGH SCHOOL,247.17,9051,3338,339,15386,3343,19068,11/2/2020
SC,20192020,28,1,1,BENSON MAGNET HIGH SCHOOL,1479.18,7211,2977,1389,11458,669,13516,3/4/2021
SC,20192020,28,1,3,BRYAN HIGH SCHOOL,1936.49,6347,2573,1172,10068,350,11590,3/4/2021
SC,20192020,28,1,5,BURKE HIGH SCHOOL,2104.48,6701,2787,669,10981,443,12093,3/4/2021
SC,20192020,28,1,7,CENTRAL HIGH SCHOOL,2774.08,6211,2533,585,10435,322,11342,3/4/2021
SC,20192020,28,1,9,OMAHA NORTH MAGNET HIGH SCHOOL,2016.91,6294,2584,658,10362,162,11182,3/4/2021
SC,20192020,28,1,13,OMAHA SOUTH MAGNET HIGH SCHOOL,2946.44,6014,2474,1159,9749,149,11057,3/4/2021
SC,20192020,28,10,1,ELKHORN HIGH SCHOOL,1413.49,5629,1894,98,8925,1166,10189,10/28/2020
SC,20192020,28,10,11,ELKHORN SOUTH HIGH SCHOOL,1389.07,5531,1993,104,8850,1484,10438,10/28/2020
SC,20192020,28,15,1,DOUGLAS CO WEST HIGH SCHOOL,287.31,8893,2050,381,13581,951,14913,10/26/2020
SC,20192020,28,17,1,MILLARD SOUTH HIGH SCHOOL,2547.01,5648,2433,127,9247,1016,10390,2/24/2021
SC,20192020,28,17,4,MILLARD NORTH HIGH SCHOOL,2593.41,5373,2287,146,8725,983,9854,2/24/2021
SC,20192020,28,17,30,MILLARD WEST HIGH SCHOOL,2285.6,5975,2516,141,9555,1162,10858,2/24/2021
SC,20192020,28,54,1,RALSTON HIGH SCHOOL,1009.92,7063,2671,248,11243,1743,13234,11/2/2020
SC,20192020,28,59,1,BENNINGTON HIGH SCHOOL,767.9,5198,2005,42,8938,1795,10775,10/14/2020
SC,20192020,28,66,1,WESTSIDE HIGH SCHOOL,1973.87,6945,2572,223,12046,1612,13881,10/29/2020
SC,20192020,29,117,1,DUNDY CO STRATTON HIGH SCHOOL,142.06,11229,4779,531,18105,2937,21573,10/21/2020
SC,20192020,30,1,1,EXETER-MILLIGAN HIGH SCHOOL,67.63,18114,7380,81,33357,4859,38297,10/28/2020
SC,20192020,30,25,1,FILLMORE CENTRAL HIGH SCHOOL,181.26,8716,3473,195,15294,3358,18847,10/27/2020
SC,20192020,30,54,1,SHICKLEY HIGH SCHOOL,66.98,12248,4909,59,21493,2676,24228,12/9/2020
SC,20192020,31,506,1,FRANKLIN SECONDARY SCHOOL,125.84,11223,4685,453,19994,2343,22790,10/30/2020
SC,20192020,32,46,1,MAYWOOD HIGH SCHOOL,67.41,13472,5246,1714,25996,4371,32081,3/8/2021
SC,20192020,32,95,1,EUSTIS-FARNAM HIGH SCHOOL,75.08,13964,5684,1203,22228,3456,26887,10/29/2020
SC,20192020,32,125,1,MEDICINE VALLEY JR-SR HIGH SCHOOL,87.77,14395,6067,970,24093,1421,26484,10/26/2020
SC,20192020,33,18,1,ARAPAHOE HIGH SCHOOL,140.99,8448,3700,118,14759,4800,19677,10/27/2020
SC,20192020,33,21,1,CAMBRIDGE HIGH SCHOOL,104.03,10736,4412,297,17562,2365,20224,10/29/2020
SC,20192020,33,540,1,SOUTHERN VALLEY JR/SR HIGH,174.21,13592,6156,929,23127,3898,27954,11/4/2020
SC,20192020,34,1,1,SOUTHERN JR-SR HIGH SCHOOL,179.6,9056,3781,534,15038,2404,17976,11/13/2020
SC,20192020,34,15,1,BEATRICE HIGH SCHOOL,623.15,7027,2628,320,11276,1627,13223,5/3/2021
SC,20192020,34,34,1,FREEMAN HIGH SCHOOL,183.48,8438,3511,316,13853,1692,15861,11/17/2020
SC,20192020,34,100,1,DILLER-ODELL SECONDARY SCHOOL,104.2,9203,3702,309,16777,4190,21276,3/5/2021
SC,20192020,35,1,1,GARDEN COUNTY JUNIOR/SENIOR HIGH SCHOOL,113.03,14889,2783,949,20318,3152,24419,4/9/2021
SC,20192020,36,100,1,BURWELL JR-SR HIGH SCHOOL,143.19,12159,5100,657,19245,2383,22285,11/3/2020
SC,20192020,37,30,1,ELWOOD HIGH SCHOOL,98.86,11038,5208,381,19703,2813,22897,10/19/2020
SC,20192020,38,11,1,HYANNIS HIGH SCHOOL,62.6,12218,5138,127,23889,2159,26175,12/8/2020
SC,20192020,39,60,1,CENTRAL VALLEY HIGH SCHOOL,123.68,16285,6558,1094,27739,3546,32379,3/18/2021
SC,20192020,40,82,1,NORTHWEST HIGH SCHOOL,750.25,6748,2965,48,11303,1075,12426,10/9/2020
SC,20192020,40,83,1,WOOD RIVER RURAL HIGH SCHOOL,114.69,22987,8740,873,40447,8024,49344,5/18/2021
SC,20192020,40,126,1,DONIPHAN-TRUMBULL SECONDARY,216.65,9822,3672,77,15913,1617,17607,11/5/2020
SC,20192020,41,2,1,GILTNER HIGH SCHOOL,84.64,10832,4848,520,17983,1922,20425,11/2/2020
SC,20192020,41,91,1,HAMPTON HIGH SCHOOL,80.53,12763,5730,551,21640,3832,26023,11/2/2020
SC,20192020,41,504,1,AURORA HIGH SCHOOL,404.25,9164,3693,2,14987,1730,16719,11/1/2020
SC,20192020,42,2,1,ALMA HIGH SCHOOL,153.85,10197,4537,771,16695,2317,19783,2/25/2021
SC,20192020,43,79,1,HAYES CENTER SECONDARY SCHOOL,43.51,18527,7741,1007,33014,8559,42580,11/2/2020
SC,20192020,44,70,1,HITCHCOCK CO JR/SR HIGH SCHOOL,152.04,8165,3589,310,14931,3266,18507,3/4/2021
SC,20192020,45,7,1,O'NEILL HIGH SCHOOL,346.59,9155,3662,168,15920,2352,18440,10/29/2020
SC,20192020,45,44,1,STUART HIGH SCHOOL,78.95,9897,4235,449,17473,1821,19743,10/27/2020
SC,20192020,45,137,1,CHAMBERS HIGH SCHOOL,57.67,12108,5154,476,20717,1918,23111,10/30/2020
SC,20192020,45,239,1,WEST HOLT HIGH SCHOOL,184.51,10468,3908,527,16783,2256,19566,10/21/2020
SC,20192020,46,1,1,MULLEN HIGH SCHOOL,54,14152,5801,490,24437,3567,28494,10/14/2020
SC,20192020,47,100,1,CENTURA SECONDARY SCHOOL,221.4,9358,3540,350,14805,2063,17218,2/22/2021
SC,20192020,47,103,1,ELBA SECONDARY SCHOOL,51.12,13048,4476,266,22485,3526,26277,11/2/2020
SC,20192020,48,8,1,FAIRBURY JR-SR HIGH SCHOOL,369.37,8442,4068,17,14730,3307,18054,11/18/2020
SC,20192020,48,300,1,TRI COUNTY JR-SR HIGH SCHOOL,200.48,10532,4263,259,17420,2993,20672,3/5/2021
SC,20192020,48,303,1,MERIDIAN HIGH SCHOOL,101.22,10629,4077,609,16870,1724,19203,11/16/2020
SC,20192020,49,33,1,STERLING HIGH SCHOOL,94.41,9324,3990,322,17410,1442,19174,3/5/2021
SC,20192020,49,50,1,JOHNSON CO CENTRAL HIGH SCHOOL,135.69,11895,4543,460,19098,3146,22704,10/30/2020
SC,20192020,50,1,1,WILCOX-HILDRETH JR/SR HIGH SCHOOL,90.4,12391,4985,367,21464,3017,24848,11/4/2020
SC,20192020,50,501,1,AXTELL HIGH SCHOOL,132.75,9246,3756,236,15716,2323,18275,10/27/2020
SC,20192020,50,503,1,MINDEN HIGH SCHOOL,234.46,9049,4011,189,15340,3699,19228,10/30/2020
SC,20192020,51,1,1,OGALLALA HIGH SCHOOL,310.9,8383,3425,714,12897,2054,15665,10/20/2020
SC,20192020,51,6,1,PAXTON HIGH SCHOOL,109.35,9874,3611,267,16634,2976,19877,11/2/2020
SC,20192020,52,100,1,KEYA PAHA COUNTY HIGH SCHOOL,48.56,16320,8205,2066,30625,3561,36252,12/15/2020
SC,20192020,53,1,1,KIMBALL JR/SR HIGH SCHOOL,175.56,11246,4357,392,18438,3663,22493,2/22/2021
SC,20192020,54,13,1,CREIGHTON COMMUNITY HIGH SCH,141.47,10110,4262,409,17091,2084,19584,11/2/2020
SC,20192020,54,96,1,CROFTON HIGH SCHOOL,164.28,10578,4454,302,18523,2306,21131,11/13/2020
SC,20192020,54,501,1,NIOBRARA SECONDARY SCHOOL,88.67,12582,6194,8359,19299,3191,30849,3/5/2021
SC,20192020,54,505,1,SANTEE HIGH SCHOOL,65.89,26578,11984,1542,50524,2857,54923,3/5/2021
SC,20192020,54,576,1,WAUSA HIGH SCHOOL,120.02,8025,3171,242,14000,1921,16163,10/30/2020
SC,20192020,54,586,1,BLOOMFIELD JR-SR HIGH SCHOOL,116.7,11014,4301,70,18434,3831,22335,10/30/2020
SC,20192020,55,1,1,LINCOLN HIGH SCHOOL,2322.35,7436,2602,351,11264,1339,12954,11/2/2020
SC,20192020,55,1,3,LINCOLN NORTHEAST HIGH SCHOOL,1734.96,7863,2676,267,11815,1706,13788,11/2/2020
SC,20192020,55,1,6,LINCOLN SOUTHEAST HIGH SCHOOL,2046.43,6917,2430,224,10607,1151,11982,11/2/2020
SC,20192020,55,1,9,LINCOLN EAST HIGH SCHOOL,2298.7,6714,2330,281,10250,1123,11654,11/2/2020
SC,20192020,55,1,70,NORTH STAR HIGH SCHOOL,2114.8,7336,2502,235,11087,1202,12524,11/2/2020
SC,20192020,55,1,71,SOUTHWEST HIGH SCHOOL,2039.77,6412,2147,196,9810,1249,11255,11/2/2020
SC,20192020,55,145,1,WAVERLY HIGH SCHOOL,634.73,6609,2591,233,10616,1645,12494,10/30/2020
SC,20192020,55,148,1,MALCOLM JR/SR HIGH SCHOOL,304.97,7701,1373,219,10619,1189,12027,11/2/2020
SC,20192020,55,160,1,NORRIS HIGH SCHOOL,703.77,6468,2469,35,10197,1345,11577,3/5/2021
SC,20192020,55,161,1,SECONDARY SCH AT RAYMOND,299.35,8547,3285,220,14708,2808,17736,11/2/2020
SC,20192020,56,1,1,NORTH PLATTE HIGH SCHOOL,1184.39,6837,2036,526,9990,1738,12254,2/18/2021
SC,20192020,56,6,1,BRADY HIGH SCHOOL,93.8,10677,4917,359,19631,4911,24901,10/20/2020
SC,20192020,56,7,1,MAXWELL HIGH SCHOOL,161.3,8290,2883,415,13439,3093,16947,10/27/2020
SC,20192020,56,37,1,HERSHEY HIGH SCHOOL,255.18,6412,2866,302,12896,1483,14681,10/28/2020
SC,20192020,56,55,1,SUTHERLAND HIGH SCHOOL,160.86,9322,3812,378,16022,3242,19642,10/26/2020
SC,20192020,56,565,1,WALLACE HIGH SCHOOL,88.68,13422,5434,176,23379,2608,26163,10/30/2020
SC,20192020,57,501,1,STAPLETON HIGH SCHOOL,106.49,8637,3278,593,15999,1473,18065,10/31/2020
SC,20192020,58,25,1,LOUP COUNTY HIGH SCHOOL,26.41,28722,12056,2010,44348,3905,50263,10/30/2020
SC,20192020,59,1,1,MADISON HIGH SCHOOL,164.97,9560,4011,589,16178,3176,19943,11/17/2020
SC,20192020,59,2,1,NORFOLK SENIOR HIGH SCHOOL,1345.13,6755,2068,371,10383,1742,12496,10/22/2020
SC,20192020,59,5,1,BATTLE CREEK HIGH SCHOOL,234.14,8012,3652,445,13690,1705,15840,11/3/2020
SC,20192020,59,13,1,NEWMAN GROVE HIGH SCHOOL,56.95,14775,5298,536,23987,3187,27710,10/29/2020
SC,20192020,59,80,1,ELKHORN VALLEY HIGH SCHOOL,167.35,10228,4505,340,17899,2866,21105,2/26/2021
SC,20192020,60,90,1,MC PHERSON COUNTY SECONDARY SCHOOL,31.35,20560,6473,443,35720,2022,38185,10/27/2020
SC,20192020,61,4,1,CENTRAL CITY HIGH SCHOOL,228.86,10242,4180,296,17535,3203,21034,10/9/2020
SC,20192020,61,49,1,PALMER JUNIOR-SENIOR HIGH,127.74,9009,3756,313,15401,1579,17293,3/5/2021
SC,20192020,62,21,1,BAYARD SECONDARY SCHOOL,186.39,10637,4006,1099,17181,2791,21071,10/27/2020
SC,20192020,62,63,1,BRIDGEPORT HIGH SCHOOL,195.99,11963,2030,227,16934,2454,19615,11/6/2020
SC,20192020,63,1,1,FULLERTON HIGH SCHOOL,145.81,10068,3755,705,16304,2339,19348,11/1/2020
SC,20192020,63,30,1,TWIN RIVER SR HIGH SCHOOL,179.84,11126,4633,262,19728,2007,21997,11/2/2020
SC,20192020,64,23,1,HIGH SCHOOL AT JOHNSON,139.12,7277,3032,1027,11814,1277,14118,11/2/2020
SC,20192020,64,29,1,AUBURN HIGH SCHOOL,246.32,9150,4287,182,15521,1685,17388,10/29/2020
SC,20192020,65,11,1,SUPERIOR JR/SR HIGH SCHOOL,197.5,9436,4093,278,18036,1980,20294,10/30/2020
SC,20192020,65,2005,1,SANDY CREEK HIGH SCHOOL,124.94,12252,5188,79,21616,2853,24548,11/10/2020
SC,20192020,65,2005,6,LAWRENCE/NELSON HIGH SCH,70.01,13238,6032,71,23732,2323,26126,11/10/2020
SC,20192020,66,27,1,HIGH SCHOOL AT SYRACUSE,204.55,11867,2363,180,16883,2139,19202,11/2/2020
SC,20192020,66,111,1,NEBRASKA CITY HIGH SCHOOL,428.91,7044,2961,334,11539,2763,14636,10/29/2020
SC,20192020,66,501,1,JR-SR HIGH SCHOOL AT PALMYRA,209.42,8492,3227,310,14208,3296,17814,11/17/2020
SC,20192020,67,1,1,PAWNEE CITY SECONDARY SCHOOL,129.08,10200,4321,579,18690,1943,21212,11/17/2020
SC,20192020,67,69,1,LEWISTON HIGH SCHOOL,59.08,16611,8051,1202,28186,1157,30545,11/2/2020
SC,20192020,68,20,1,PERKINS COUNTY JUNIOR- SENIOR HIGH SCHOOL,168.33,10720,3967,333,17859,4206,22398,10/31/2020
SC,20192020,69,44,1,HOLDREGE HIGH SCHOOL,334.97,7825,3184,59,12671,2000,14730,3/5/2021
SC,20192020,69,54,1,BERTRAND HIGH SCHOOL,121.08,10208,3962,109,16950,3405,20464,10/30/2020
SC,20192020,69,55,1,LOOMIS SECONDARY SCHOOL,94.76,10712,4315,80,17623,1890,19593,10/13/2020
SC,20192020,70,2,1,PIERCE JR/SR HIGH SCHOOL,316.24,8105,3065,256,12944,2159,15359,11/2/2020
SC,20192020,70,5,1,PLAINVIEW SECONDARY SCHOOL,131.22,12346,4925,417,20010,6834,27261,11/2/2020
SC,20192020,70,542,1,OSMOND HIGH SCHOOL,113.11,10177,4053,451,16534,2087,19072,11/18/2020
SC,20192020,71,1,1,COLUMBUS HIGH SCHOOL,1282.63,6797,1593,93,9700,1380,11173,11/16/2020
SC,20192020,71,5,1,LAKEVIEW HIGH SCHOOL,296.09,7686,3370,119,13181,1639,14939,11/2/2020
SC,20192020,71,5,6,LAKEVIEW JUNIOR HIGH SCHOOL,133.51,6843,3050,126,10402,1556,12084,11/2/2020
SC,20192020,71,67,1,HUMPHREY JR-SR HIGH SCHOOL,115.22,9115,3864,470,15999,2061,18530,10/30/2020
SC,20192020,72,15,4,CROSS COUNTY HIGH SCHOOL,110.38,10481,3921,370,18297,1690,20357,10/27/2020
SC,20192020,72,19,1,OSCEOLA HIGH SCHOOL,60,19945,8352,1192,35566,2889,39647,3/5/2021
SC,20192020,72,32,1,SHELBY - RISING CITY  HIGH SCHOOL,122.81,11088,4547,436,18595,2650,21681,3/3/2021
SC,20192020,72,75,1,HIGH PLAINS COMMUNITY JR/SR HIGH SCHOOL,108.51,14210,5888,226,24575,3130,27931,10/30/2020
SC,20192020,73,17,1,MC COOK SENIOR HIGH SCHOOL,493.4,6685,2788,303,10644,1590,12537,3/11/2021
SC,20192020,73,17,2,MC COOK JUNIOR HIGH SCHOOL,313.13,5881,2621,182,9657,1630,11469,3/11/2021
SC,20192020,73,179,7,SOUTHWEST JR/SR HIGH SCHOOL,121.48,12996,5684,329,23082,5050,28461,11/2/2020
SC,20192020,74,56,1,FALLS CITY SENIOR HIGH,244.84,9783,4042,304,15601,2634,18539,3/5/2021
SC,20192020,74,70,1,HTRS HIGH SCHOOL,98.06,17248,7271,34,29493,2551,32078,4/6/2021
SC,20192020,75,100,1,ROCK COUNTY HIGH SCHOOL,115.41,9586,3690,186,16737,2751,19674,11/2/2020
SC,20192020,76,2,1,CRETE HIGH SCHOOL,612.43,7533,2991,701,11943,1541,14185,10/28/2020
SC,20192020,76,44,1,DORCHESTER HIGH SCHOOL,97.16,8945,3531,406,15504,1782,17692,10/27/2020
SC,20192020,76,68,1,FRIEND HIGH SCHOOLS,98.79,11026,4850,178,18878,3505,22561,10/21/2020
SC,20192020,76,82,1,WILBER-CLATONIA HIGH SCHOOL,258.14,7556,2832,337,12585,2184,15106,10/30/2020
SC,20192020,77,1,1,BELLEVUE EAST SR HIGH SCHOOL,1469.76,7988,2164,485,11047,1293,12825,10/16/2020
SC,20192020,77,1,4,BELLEVUE WEST SR HIGH SCHOOL,1631.48,7588,2084,228,10691,1062,11981,10/16/2020
SC,20192020,77,27,1,PAPILLION LA VISTA SENIOR HIGH,1899.94,5325,2054,81,8622,857,9560,10/28/2020
SC,20192020,77,27,18,PAPILLION LA VISTA SOUTH HS,1931.27,6103,2364,84,9905,928,10917,10/28/2020
SC,20192020,77,37,1,GRETNA HIGH SCHOOL,1440.43,5806,2496,181,9208,1224,10613,2/19/2021
SC,20192020,77,46,1,PLATTEVIEW SENIOR HIGH SCHOOL,406.02,9090,3900,411,15210,2043,17664,11/3/2020
SC,20192020,78,1,1,ASHLAND-GREENWOOD HIGH SCHOOL,304.24,6820,2543,295,11216,1310,12821,10/30/2020
SC,20192020,78,9,1,YUTAN HIGH SCHOOL,201.56,9384,3619,44,17298,2442,19784,10/28/2020
SC,20192020,78,39,1,WAHOO HIGH SCHOOL,334.07,7903,2905,294,12262,2106,14662,11/2/2020
SC,20192020,78,72,1,MEAD HIGH SCHOOL,121.31,9233,6506,513,18457,2862,21832,11/5/2020
SC,20192020,78,107,1,CEDAR BLUFFS SECONDARY SCHOOL,157.6,8085,3175,749,16148,1413,18310,10/30/2020
SC,20192020,79,2,1,MINATARE HIGH SCHOOL,87.35,12700,4641,742,21863,2602,25207,11/4/2020
SC,20192020,79,11,1,MORRILL HIGH SCHOOL,167.16,8717,3431,959,14162,1549,16670,11/2/2020
SC,20192020,79,16,1,GERING HIGH SCHOOL,580.14,7701,1555,379,11345,2734,14458,3/3/2021
SC,20192020,79,31,1,MITCHELL SECONDARY SCHOOL,305.02,7004,3325,85,11823,1616,13524,10/30/2020
