Type,School Year,County,District,School,Agency Name,ADM,Salaries,Benefits,Federal,State/Local,3% Building & Contents,Per Pupil Cost,DataAsOf
SC,20182019,14,101,1,WYNOT HIGH SCHOOL,52.77,7894,2924,477,15502,1780,17759,2/28/2020
SC,20182019,15,10,1,CHASE COUNTY HIGH SCHOOL,178.55,9767,3917,189,16344,2911,19444,2/28/2020
SC,20182019,15,536,1,WAUNETA-PALISADE HIGH SCHOOL,66.77,12297,4415,0,22412,3444,25856,2/28/2020
SC,20182019,16,6,1,VALENTINE HIGH SCHOOL,194.19,9613,3714,53,17248,3399,20700,2/28/2020
SC,20182019,16,30,1,CODY-KILGORE HIGH SCHOOL,47.22,16640,7040,43,29445,3759,33247,2/28/2020
SC,20182019,17,1,1,SIDNEY HIGH SCHOOL,379.42,6855,2724,0,11679,2470,14149,2/28/2020
SC,20182019,17,3,1,LEYTON HIGH SCHOOL,52.69,13905,6606,0,27896,5604,33500,2/28/2020
SC,20182019,17,9,1,POTTER-DIX JR/SR HIGH SCHOOL,87.5,13032,4899,516,22065,3768,26349,2/28/2020
SC,20182019,18,2,1,SUTTON SECONDARY SCHOOL,188.85,8234,3136,397,13230,2013,15640,2/28/2020
SC,20182019,18,11,1,HARVARD HIGH SCHOOL,93.85,16386,6460,722,28011,1580,30313,2/28/2020
SC,20182019,19,39,1,LEIGH HIGH SCHOOL,84.54,12334,4816,174,20453,3036,23663,2/28/2020
SC,20182019,19,58,1,CLARKSON JR-SR HIGH SCHOOL,97.68,10840,5150,511,19004,2807,22322,2/28/2020
SC,20182019,19,70,1,HOWELLS SENIOR HIGH SCHOOL,143.96,11420,1963,247,16114,3925,20286,2/28/2020
SC,20182019,19,123,1,SCHUYLER CENTRAL HIGH SCHOOL,557.42,7128,2906,1174,10887,1427,13488,2/28/2020
SC,20182019,20,1,1,WEST POINT-BEEMER HIGH SCHOOL,282.6,8706,3603,853,13947,1412,16212,2/28/2020
SC,20182019,20,20,1,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,127.62,8869,3272,337,14093,3153,17583,2/28/2020
SC,20182019,20,30,1,WISNER-PILGER HIGH SCHOOL,197.17,9651,3892,15,15396,2882,18293,2/28/2020
SC,20182019,21,15,1,ANSELMO-MERNA HIGH SCHOOL,124,7782,3099,208,12771,2703,15682,2/28/2020
SC,20182019,21,25,1,BROKEN BOW HIGH SCHOOL,226.77,9147,3865,53,15101,3387,18541,2/28/2020
SC,20182019,21,44,1,ANSLEY HIGH SCHOOL,85.72,9558,3901,538,16334,2554,19426,2/28/2020
SC,20182019,21,84,1,SARGENT HIGH SCHOOL,79.9,10918,5201,799,17598,3527,21924,2/28/2020
SC,20182019,21,89,1,ARNOLD HIGH SCHOOL,77.72,12023,4753,498,20433,3495,24426,2/28/2020
SC,20182019,21,180,1,CALLAWAY HIGH SCHOOL,93.15,10318,4209,272,17713,2268,20253,2/28/2020
SC,20182019,22,11,1,SOUTH SIOUX HIGH SCHOOL,1187.17,7444,1813,267,10957,770,11994,2/28/2020
SC,20182019,22,31,1,HOMER HIGH SCHOOL,163.35,9606,3196,152,16133,1444,17729,2/28/2020
SC,20182019,23,2,1,CHADRON SENIOR HIGH SCHOOL,273.59,8132,3403,348,13731,1714,15793,2/28/2020
SC,20182019,23,71,1,CRAWFORD HIGH SCHOOL,83.16,13000,2202,643,18459,3696,22798,2/28/2020
SC,20182019,24,1,1,LEXINGTON HIGH SCHOOL,893.23,6916,2497,438,10818,1425,12681,2/28/2020
SC,20182019,24,4,1,OVERTON HIGH SCHOOL,130.52,8859,3626,269,15157,2355,17781,2/28/2020
SC,20182019,24,11,1,COZAD HIGH SCHOOL,285.14,7608,3059,91,12535,2403,15029,2/28/2020
SC,20182019,24,20,1,GOTHENBURG SECONDARY SCHOOL,426.98,6675,2902,508,10525,1569,12602,2/28/2020
SC,20182019,24,101,1,JUNIOR-SENIOR HIGH AT SUMNER,95.89,10735,4408,601,16770,2807,20178,2/28/2020
SC,20182019,25,25,1,CREEK VALLEY HIGH SCHOOL,84.42,11502,4923,166,23004,5343,28513,2/28/2020
SC,20182019,25,95,1,SOUTH PLATTE HIGH SCHOOL,88.1,12637,5248,171,24744,2075,26990,2/28/2020
SC,20182019,26,1,1,PONCA HIGH SCHOOL,210.91,7973,2758,232,12829,1456,14517,2/28/2020
SC,20182019,26,70,1,ALLEN HIGH SCHOOL,81.39,12623,4238,1028,22016,722,23766,2/28/2020
SC,20182019,26,561,1,EMERSON-HUBBARD HIGH SCHOOL,92.32,13447,5270,126,23727,2790,26643,2/28/2020
SC,20182019,27,1,1,FREMONT SENIOR HIGH SCHOOL,1497.45,6780,1930,304,9548,848,10700,2/28/2020
SC,20182019,27,62,1,SCRIBNER-SNYDER SECONDARY SCH,87.36,11766,4543,478,19743,1809,22030,2/28/2020
SC,20182019,27,594,1,LOGAN VIEW JR/SR HIGH SCHOOL,254.06,8654,3736,34,14700,2704,17438,2/28/2020
SC,20182019,27,595,1,NORTH BEND CENTRAL HIGH SCHOOL,239.86,9139,3382,304,14802,3331,18437,2/28/2020
SC,20182019,28,1,1,BENSON MAGNET HIGH SCHOOL,1464.35,7429,3092,996,11401,434,12831,2/28/2020
SC,20182019,28,1,3,BRYAN HIGH SCHOOL,1926.79,6594,2706,1007,10056,353,11416,2/28/2020
SC,20182019,28,1,5,BURKE HIGH SCHOOL,2056.64,6909,2872,521,10925,437,11883,2/28/2020
SC,20182019,28,1,7,CENTRAL HIGH SCHOOL,2768.85,6356,2596,517,10232,374,11123,2/28/2020
SC,20182019,28,1,9,OMAHA NORTH MAGNET HIGH SCHOOL,2005.32,6382,2627,522,10082,226,10830,2/28/2020
SC,20182019,28,1,11,OMAHA NORTHWEST HIGH MAGNET SCHOOL,1703.94,6798,2870,522,10801,399,11722,2/28/2020
SC,20182019,28,1,13,OMAHA SOUTH MAGNET HIGH SCHOOL,2753.31,6405,2601,1078,9883,193,11154,2/28/2020
SC,20182019,28,10,1,ELKHORN HIGH SCHOOL,1274.87,5872,1917,100,9188,1252,10540,2/28/2020
SC,20182019,28,10,11,ELKHORN SOUTH HIGH SCHOOL,1328.64,5632,1987,109,8784,1446,10339,2/28/2020
SC,20182019,28,15,1,DOUGLAS CO WEST HIGH SCHOOL,292.71,8113,1870,17,12671,943,13631,2/28/2020
SC,20182019,28,17,1,MILLARD SOUTH HIGH SCHOOL,2437.72,5597,2465,120,9150,991,10261,2/28/2020
SC,20182019,28,17,4,MILLARD NORTH HIGH SCHOOL,2545.6,5221,2294,98,8539,946,9583,2/28/2020
SC,20182019,28,17,30,MILLARD WEST HIGH SCHOOL,2402.59,5565,2423,91,9017,1036,10144,2/28/2020
SC,20182019,28,54,1,RALSTON HIGH SCHOOL,1054.34,6637,2578,155,10971,1670,12796,2/28/2020
SC,20182019,28,59,1,BENNINGTON HIGH SCHOOL,668.92,5329,2127,97,9967,1908,11972,2/28/2020
SC,20182019,28,66,1,WESTSIDE HIGH SCHOOL,1942.47,7433,2891,524,11781,1257,13562,2/28/2020
SC,20182019,29,117,1,DUNDY CO STRATTON HIGH SCHOOL,139.94,11513,4134,340,18328,2733,21401,2/28/2020
SC,20182019,30,1,1,EXETER-MILLIGAN HIGH SCHOOL,72.67,17092,7218,246,32484,4523,37253,2/28/2020
SC,20182019,30,25,1,FILLMORE CENTRAL HIGH SCHOOL,175.3,9019,3696,202,15888,2928,19018,2/28/2020
SC,20182019,30,54,1,SHICKLEY HIGH SCHOOL,59,13978,5996,97,23527,2920,26544,2/28/2020
SC,20182019,31,506,1,FRANKLIN SECONDARY SCHOOL,120.74,11771,4868,485,22606,2416,25507,2/28/2020
SC,20182019,32,46,1,MAYWOOD HIGH SCHOOL,68.17,13627,5236,1961,23651,4240,29852,2/28/2020
SC,20182019,32,95,1,EUSTIS-FARNAM HIGH SCHOOL,80.48,13094,5384,612,21159,3314,25085,2/28/2020
SC,20182019,32,125,1,MEDICINE VALLEY JR-SR HIGH SCHOOL,93.83,13158,5013,614,21853,1237,23704,2/28/2020
SC,20182019,33,18,1,ARAPAHOE HIGH SCHOOL,143.78,8088,3572,4,13994,4571,18569,2/28/2020
SC,20182019,33,21,1,CAMBRIDGE HIGH SCHOOL,108.82,10436,4338,265,16714,2379,19358,2/28/2020
SC,20182019,33,540,1,SOUTHERN VALLEY JR/SR HIGH,192.29,11678,4677,674,19484,3662,23820,2/28/2020
SC,20182019,34,1,1,SOUTHERN HIGH SCHOOL,171.47,9600,3910,150,15724,2537,18411,2/28/2020
SC,20182019,34,15,1,BEATRICE HIGH SCHOOL,648.37,6839,2369,133,10918,1644,12695,2/28/2020
SC,20182019,34,34,1,FREEMAN HIGH SCHOOL,184.66,8211,3214,300,13297,1568,15165,2/28/2020
SC,20182019,34,100,1,DILLER-ODELL SECONDARY SCHOOL,112.55,8886,3981,448,15873,1236,17557,2/28/2020
SC,20182019,35,1,1,GARDEN COUNTY JUNIOR/SENIOR HIGH SCHOOL,115.06,13735,2246,583,19555,3089,23227,2/28/2020
SC,20182019,36,100,1,BURWELL JR-SR HIGH SCHOOL,153.26,11555,4714,225,18214,2315,20754,2/28/2020
SC,20182019,37,30,1,ELWOOD HIGH SCHOOL,106.26,9518,3900,262,18188,2305,20755,2/28/2020
SC,20182019,38,11,1,HYANNIS HIGH SCHOOL,70.97,10939,4054,175,19404,1869,21448,2/28/2020
SC,20182019,39,60,1,CENTRAL VALLEY HIGH SCHOOL,125.53,15122,5831,726,28141,3554,32421,2/28/2020
SC,20182019,40,2,1,GRAND ISLAND SENIOR HIGH SCHOOL,2634.64,5347,1325,507,10911,1451,12869,2/28/2020
SC,20182019,40,82,1,NORTHWEST HIGH SCHOOL,739,6744,2924,30,11410,1086,12526,2/28/2020
SC,20182019,40,83,1,WOOD RIVER RURAL HIGH SCHOOL,155.8,16600,6482,531,28114,3616,32261,2/28/2020
SC,20182019,40,126,1,DONIPHAN-TRUMBULL SECONDARY,218.43,8977,3521,237,14724,1564,16525,2/28/2020
SC,20182019,41,2,1,GILTNER HIGH SCHOOL,84.05,9933,4418,740,16644,1853,19237,2/28/2020
SC,20182019,41,91,1,HAMPTON HIGH SCHOOL,81.62,12370,5372,254,20498,3780,24532,2/28/2020
SC,20182019,41,504,1,AURORA HIGH SCHOOL,407.1,8968,3493,0,14904,1605,16509,2/28/2020
SC,20182019,42,2,1,ALMA HIGH SCHOOL,163.59,8977,4251,1339,14587,2134,18060,2/28/2020
SC,20182019,43,79,1,HAYES CENTER SECONDARY SCHOOL,34.91,20807,8499,1150,40941,10760,52851,2/28/2020
SC,20182019,44,70,1,HITCHCOCK CO JR/SR HIGH SCHOOL,142.94,8222,3598,352,14797,3423,18572,2/28/2020
SC,20182019,45,7,1,O'NEILL HIGH SCHOOL,353.62,8654,3493,163,14631,1232,16026,2/28/2020
SC,20182019,45,44,1,STUART HIGH SCHOOL,68.09,11174,4712,119,19716,2110,21945,2/28/2020
SC,20182019,45,137,1,CHAMBERS HIGH SCHOOL,57.18,11760,5059,69,21547,1924,23540,2/28/2020
SC,20182019,45,239,1,WEST HOLT HIGH SCHOOL,168.67,10574,3920,321,16925,2403,19649,2/28/2020
SC,20182019,46,1,1,MULLEN HIGH SCHOOL,82.34,12594,5201,545,22178,3696,26419,2/28/2020
SC,20182019,47,100,1,CENTURA SECONDARY SCHOOL,221.82,9344,3598,312,15844,1920,18076,2/28/2020
SC,20182019,47,103,1,ELBA SECONDARY SCHOOL,59.4,11402,4397,528,20749,2067,23344,2/28/2020
SC,20182019,48,8,1,FAIRBURY JR-SR HIGH SCHOOL,377.51,8448,3651,106,14475,1974,16555,2/28/2020
SC,20182019,48,300,1,TRI COUNTY JR-SR HIGH SCHOOL,194.04,10521,4283,551,17971,3056,21578,2/28/2020
SC,20182019,48,303,1,MERIDIAN HIGH SCHOOL,110.35,10378,3860,394,16477,1643,18514,2/28/2020
SC,20182019,49,33,1,STERLING HIGH SCHOOL,100.49,10163,3240,377,16246,1650,18273,2/28/2020
SC,20182019,49,50,1,JOHNSON CO CENTRAL HIGH SCHOOL,144.49,11018,4340,611,17979,2899,21489,2/28/2020
SC,20182019,50,1,1,WILCOX-HILDRETH HIGH SCHOOL,60.08,17143,7090,217,28582,2857,31656,2/28/2020
SC,20182019,50,501,1,AXTELL HIGH SCHOOL,119.19,9247,3771,187,16426,2605,19218,2/28/2020
SC,20182019,50,503,1,MINDEN HIGH SCHOOL,236.93,8788,3729,150,14475,3542,18167,2/28/2020
SC,20182019,51,1,1,OGALLALA HIGH SCHOOL,280.54,9117,3650,515,13982,2179,16676,2/28/2020
SC,20182019,51,6,1,PAXTON HIGH SCHOOL,99.1,11394,4203,294,19085,3201,22580,2/28/2020
SC,20182019,52,100,1,KEYA PAHA COUNTY HIGH SCHOOL,46.66,17571,8166,3299,30032,3702,37033,2/28/2020
SC,20182019,53,1,1,KIMBALL JR/SR HIGH SCHOOL,179.63,11974,4573,266,19190,3500,22956,2/28/2020
SC,20182019,54,13,1,CREIGHTON COMMUNITY HIGH SCH,145.96,9443,3908,520,17397,2088,20005,2/28/2020
SC,20182019,54,96,1,CROFTON HIGH SCHOOL,182.52,9648,4043,128,17130,1979,19237,2/28/2020
SC,20182019,54,501,1,NIOBRARA SECONDARY SCHOOL,83.09,12888,5801,2861,21514,2849,27224,2/28/2020
SC,20182019,54,505,1,SANTEE HIGH SCHOOL,69.23,22984,8866,756,42309,2719,45784,2/28/2020
SC,20182019,54,576,1,WAUSA HIGH SCHOOL,114.39,7857,3150,108,13783,2086,15977,2/28/2020
SC,20182019,54,586,1,BLOOMFIELD JR-SR HIGH SCHOOL,115.43,10748,4172,94,18019,3847,21960,2/28/2020
SC,20182019,55,1,1,LINCOLN HIGH SCHOOL,2252.84,7592,2549,551,11084,1361,12996,2/28/2020
SC,20182019,55,1,3,LINCOLN NORTHEAST HIGH SCHOOL,1722.57,7701,2589,267,11434,1692,13393,2/28/2020
SC,20182019,55,1,6,LINCOLN SOUTHEAST HIGH SCHOOL,2018.79,6967,2342,237,10518,1145,11900,2/28/2020
SC,20182019,55,1,9,LINCOLN EAST HIGH SCHOOL,2206.93,6730,2264,263,10087,1147,11497,2/28/2020
SC,20182019,55,1,70,NORTH STAR HIGH SCHOOL,2130.03,7188,2402,245,10737,1174,12156,2/28/2020
SC,20182019,55,1,71,SOUTHWEST HIGH SCHOOL,1970.34,6453,2180,175,9813,1269,11257,2/28/2020
SC,20182019,55,145,1,WAVERLY HIGH SCHOOL,635.76,6279,2353,164,9922,1642,11728,2/28/2020
SC,20182019,55,148,1,MALCOLM JR/SR HIGH SCHOOL,273.03,8322,1387,264,11285,1320,12869,2/28/2020
SC,20182019,55,160,1,NORRIS HIGH SCHOOL,694.95,6466,2383,31,10200,1327,11558,2/28/2020
SC,20182019,55,161,1,SECONDARY SCH AT RAYMOND,307.66,8362,2280,296,13099,2735,16130,2/28/2020
SC,20182019,56,1,1,NORTH PLATTE HIGH SCHOOL,1231.23,6584,1906,342,9538,1673,11553,2/28/2020
SC,20182019,56,6,1,BRADY HIGH SCHOOL,89.53,10830,4969,349,20420,2548,23317,2/28/2020
SC,20182019,56,7,1,MAXWELL HIGH SCHOOL,158.48,9216,2683,163,14727,3165,18055,2/28/2020
SC,20182019,56,37,1,HERSHEY HIGH SCHOOL,261.13,6819,2861,275,13027,1446,14748,2/28/2020
SC,20182019,56,55,1,SUTHERLAND HIGH SCHOOL,159.24,9244,3555,126,14780,3094,18000,2/28/2020
SC,20182019,56,565,1,WALLACE HIGH SCHOOL,89.88,12205,4635,143,21255,2868,24266,2/28/2020
SC,20182019,57,501,1,STAPLETON HIGH SCHOOL,98.51,8603,3574,477,16026,1773,18276,2/28/2020
SC,20182019,58,25,1,LOUP COUNTY HIGH SCHOOL,28.31,24143,11859,2148,39395,4082,45625,2/28/2020
SC,20182019,59,1,1,MADISON HIGH SCHOOL,162.14,10118,4000,1132,16783,2602,20517,2/28/2020
SC,20182019,59,2,1,NORFOLK SENIOR HIGH SCHOOL,1330.59,6845,2019,388,10261,1753,12402,2/28/2020
SC,20182019,59,2,2,NORFOLK JR HIGH SCHOOL,650,7319,2019,476,10234,2173,12883,2/28/2020
SC,20182019,59,5,1,BATTLE CREEK HIGH SCHOOL,218.68,8694,3852,296,14548,1784,16628,2/28/2020
SC,20182019,59,13,1,NEWMAN GROVE HIGH SCHOOL,54.68,16101,5769,326,24768,5952,31046,2/28/2020
SC,20182019,59,80,1,ELKHORN VALLEY HIGH SCHOOL,159.3,10625,4658,218,18240,2943,21401,2/28/2020
SC,20182019,60,90,1,MC PHERSON COUNTY SECONDARY SCHOOL,34.34,18811,6229,431,31186,1885,33502,2/28/2020
SC,20182019,61,4,1,CENTRAL CITY HIGH SCHOOL,213.45,10274,4243,473,17713,2488,20674,2/28/2020
SC,20182019,61,49,1,PALMER JUNIOR-SENIOR HIGH,133.06,8541,3098,417,14717,1448,16582,2/28/2020
SC,20182019,62,21,1,BAYARD SECONDARY SCHOOL,178.54,10621,4049,1141,17081,2877,21099,2/28/2020
SC,20182019,62,63,1,BRIDGEPORT HIGH SCHOOL,210.91,11207,2448,444,16503,2285,19232,2/28/2020
SC,20182019,63,1,1,FULLERTON HIGH SCHOOL,143.22,9970,3711,334,16603,2332,19269,2/28/2020
SC,20182019,63,30,1,TWIN RIVER SR HIGH SCHOOL,190.48,9690,3769,4,17540,1654,19198,2/28/2020
SC,20182019,64,23,1,HIGH SCHOOL AT JOHNSON,133.03,7004,2974,567,12325,1337,14229,2/28/2020
SC,20182019,64,29,1,AUBURN HIGH SCHOOL,246.73,9329,4164,14,16047,1686,17747,2/28/2020
SC,20182019,65,11,1,SUPERIOR JR/SR HIGH SCHOOL,190.54,9264,3920,156,16153,1969,18278,2/28/2020
SC,20182019,65,2005,1,SANDY CREEK HIGH SCHOOL,123.96,11632,4819,152,21305,2264,23721,2/28/2020
SC,20182019,65,2005,6,LAWRENCE/NELSON HIGH SCH,66.41,12405,6145,33,23798,2341,26172,2/28/2020
SC,20182019,66,27,1,HIGH SCHOOL AT SYRACUSE,201.66,11719,2268,78,16760,2128,18966,2/28/2020
SC,20182019,66,111,1,NEBRASKA CITY HIGH SCHOOL,421.94,7199,2999,140,12323,2725,15188,2/28/2020
SC,20182019,66,501,1,JR-SR HIGH SCHOOL AT PALMYRA,201.92,8624,3173,202,14607,3430,18239,2/28/2020
SC,20182019,67,1,1,PAWNEE CITY SECONDARY SCHOOL,126.02,10235,4234,129,18537,2578,21244,2/28/2020
SC,20182019,67,69,1,LEWISTON HIGH SCHOOL,68.35,14270,6428,951,24132,930,26013,2/28/2020
SC,20182019,68,20,1,PERKINS COUNTY JUNIOR- SENIOR HIGH SCHOOL,152.81,12415,4253,220,20499,2730,23449,2/28/2020
SC,20182019,69,44,1,HOLDREGE HIGH SCHOOL,350.19,7170,2910,0,11725,1106,12831,2/28/2020
SC,20182019,69,54,1,BERTRAND HIGH SCHOOL,116.1,9745,3976,0,16518,3360,19878,2/28/2020
SC,20182019,69,55,1,LOOMIS SECONDARY SCHOOL,90.36,11762,4501,439,18931,2111,21481,2/28/2020
SC,20182019,70,2,1,PIERCE JR/SR HIGH SCHOOL,309.99,7961,2977,382,12952,2184,15518,2/28/2020
SC,20182019,70,5,1,PLAINVIEW SECONDARY SCHOOL,134.42,11444,4466,265,19376,3825,23466,2/28/2020
SC,20182019,70,542,1,OSMOND HIGH SCHOOL,113.31,9789,4093,334,16372,1624,18330,2/28/2020
SC,20182019,71,1,1,COLUMBUS HIGH SCHOOL,1265.13,5757,1649,465,8214,1427,10106,2/28/2020
SC,20182019,71,5,1,LAKEVIEW HIGH SCHOOL,306.6,7382,3058,22,12808,1573,14403,2/28/2020
SC,20182019,71,5,6,LAKEVIEW JUNIOR HIGH SCHOOL,126.09,7393,3078,24,12185,1639,13848,2/28/2020
SC,20182019,71,67,1,HUMPHREY JR-SR HIGH SCHOOL,110.81,9312,3931,130,15820,1681,17631,2/28/2020
SC,20182019,72,15,4,CROSS COUNTY HIGH SCHOOL,111.68,10534,3830,399,18485,1861,20745,2/28/2020
SC,20182019,72,19,1,OSCEOLA HIGH SCHOOL,55.7,23828,10409,461,41247,3236,44944,2/28/2020
SC,20182019,72,32,1,SHELBY - RISING CITY  HIGH SCHOOL,125.99,10922,4697,244,18535,2791,21570,2/28/2020
SC,20182019,72,75,1,HIGH PLAINS COMMUNITY HIGH SCH,76.44,14488,5183,523,24805,1384,26712,2/28/2020
SC,20182019,73,17,1,MC COOK SENIOR HIGH SCHOOL,475.22,6981,2891,261,10989,1459,12709,2/28/2020
SC,20182019,73,179,7,SOUTHWEST JR/SR HIGH SCHOOL,147.67,10984,4717,72,19933,4159,24164,2/28/2020
SC,20182019,74,56,1,FALLS CITY SENIOR HIGH,248.72,10155,4038,321,15553,2597,18471,2/28/2020
SC,20182019,74,70,1,HTRS HIGH SCHOOL,107.94,13908,6032,0,26309,1873,28182,2/28/2020
SC,20182019,75,100,1,ROCK COUNTY HIGH SCHOOL,106.34,9782,3830,133,16836,3059,20028,2/28/2020
SC,20182019,76,2,1,CRETE HIGH SCHOOL,617.7,7651,3103,589,11917,1523,14029,2/28/2020
SC,20182019,76,44,1,DORCHESTER HIGH SCHOOL,91.77,9768,3602,255,15742,1795,17792,2/28/2020
SC,20182019,76,68,1,FRIEND HIGH SCHOOLS,103.44,10807,4510,111,18499,2615,21225,2/28/2020
SC,20182019,76,82,1,WILBER-CLATONIA HIGH SCHOOL,263.99,7138,2655,205,12239,1546,13990,2/28/2020
SC,20182019,77,1,1,BELLEVUE EAST SR HIGH SCHOOL,1463.18,8260,2227,343,11166,1323,12832,2/28/2020
SC,20182019,77,1,4,BELLEVUE WEST SR HIGH SCHOOL,1678.17,7326,1921,153,10023,1055,11231,2/28/2020
SC,20182019,77,27,1,PAPILLION LA VISTA SENIOR HIGH,1804.44,5597,2241,109,8688,883,9680,2/28/2020
SC,20182019,77,27,18,PAPILLION LA VISTA SOUTH HS,1866.6,6233,2466,121,9649,920,10690,2/28/2020
SC,20182019,77,37,1,GRETNA HIGH SCHOOL,1343.29,5783,2380,29,9236,1309,10574,2/28/2020
SC,20182019,77,46,1,PLATTEVIEW SENIOR HIGH SCHOOL,400.89,8849,3590,282,14706,2195,17183,2/28/2020
SC,20182019,78,1,1,ASHLAND-GREENWOOD HIGH SCHOOL,281.99,7342,2677,265,11646,1406,13317,2/28/2020
SC,20182019,78,9,1,YUTAN HIGH SCHOOL,205.49,10207,3610,261,16387,2423,19071,2/28/2020
SC,20182019,78,39,1,WAHOO HIGH SCHOOL,317.97,7926,2914,321,12388,1829,14538,2/28/2020
SC,20182019,78,72,1,MEAD HIGH SCHOOL,115.35,9234,6780,265,18974,3004,22243,2/28/2020
SC,20182019,78,107,1,CEDAR BLUFFS SECONDARY SCHOOL,148.78,7428,2778,591,13089,1311,14991,2/28/2020
SC,20182019,79,2,1,MINATARE HIGH SCHOOL,107.68,10178,3576,255,17132,2129,19516,2/28/2020
SC,20182019,79,11,1,MORRILL HIGH SCHOOL,176.78,7332,2921,767,11849,1465,14081,2/28/2020
SC,20182019,79,16,1,GERING HIGH SCHOOL,556.87,8665,1766,153,12262,1457,13872,2/28/2020
